rationale_id,question_id,option_id_nullable,rationale_type,rationale_text
rat_000314,q_emt_000063,opt_000252,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000315,q_emt_000063,,teaching_point,Review Medical Terminology and repeat a linked scenario if missed twice.
rat_000316,q_emt_000064,opt_000253,incorrect_option,The other actions delay patient-centered care.
rat_000317,q_emt_000064,opt_000254,incorrect_option,The other actions delay patient-centered care.
rat_000318,q_emt_000064,opt_000255,incorrect_option,The other actions delay patient-centered care.
rat_000319,q_emt_000064,opt_000256,correct,"Deterioration requires reassessment, intervention, and communication."
rat_000320,q_emt_000064,,teaching_point,Review Pathophysiology and repeat a linked scenario if missed twice.
rat_000321,q_emt_000065,opt_000257,correct,Trends and response guide receiving care.
rat_000322,q_emt_000065,opt_000258,incorrect_option,The other options are irrelevant or unsafe.
rat_000323,q_emt_000065,opt_000259,incorrect_option,The other options are irrelevant or unsafe.
rat_000324,q_emt_000065,opt_000260,incorrect_option,The other options are irrelevant or unsafe.
rat_000325,q_emt_000065,,teaching_point,Review Pharmacology Basics and repeat a linked scenario if missed twice.
rat_000326,q_emt_000066,opt_000261,correct,Airway compromise threatens oxygenation and ventilation first.
rat_000327,q_emt_000066,opt_000262,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000328,q_emt_000066,opt_000263,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000329,q_emt_000066,opt_000264,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000330,q_emt_000066,,teaching_point,Review Medication Math and repeat a linked scenario if missed twice.
rat_000331,q_emt_000067,opt_000265,incorrect_option,The distractors delay assessment or treatment.
rat_000332,q_emt_000067,opt_000266,correct,Primary assessment and life threats come before detailed history.
rat_000333,q_emt_000067,opt_000267,incorrect_option,The distractors delay assessment or treatment.
rat_000334,q_emt_000067,opt_000268,incorrect_option,The distractors delay assessment or treatment.
rat_000335,q_emt_000067,,teaching_point,Review Ecg Fundamentals and repeat a linked scenario if missed twice.
rat_000336,q_emt_000068,opt_000269,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000337,q_emt_000068,opt_000270,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000338,q_emt_000068,opt_000271,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000339,q_emt_000068,opt_000272,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000340,q_emt_000068,,teaching_point,Review Vital Signs and repeat a linked scenario if missed twice.
rat_000341,q_emt_000069,opt_000273,incorrect_option,The other actions delay patient-centered care.
rat_000342,q_emt_000069,opt_000274,incorrect_option,The other actions delay patient-centered care.
rat_000343,q_emt_000069,opt_000275,incorrect_option,The other actions delay patient-centered care.
rat_000344,q_emt_000069,opt_000276,correct,"Deterioration requires reassessment, intervention, and communication."
rat_000345,q_emt_000069,,teaching_point,Review Assessment Frameworks and repeat a linked scenario if missed twice.
rat_000346,q_emt_000070,opt_000277,correct,Trends and response guide receiving care.
rat_000347,q_emt_000070,opt_000278,incorrect_option,The other options are irrelevant or unsafe.
rat_000348,q_emt_000070,opt_000279,incorrect_option,The other options are irrelevant or unsafe.
rat_000349,q_emt_000070,opt_000280,incorrect_option,The other options are irrelevant or unsafe.
rat_000350,q_emt_000070,,teaching_point,Review Communication and repeat a linked scenario if missed twice.
rat_000351,q_emt_000071,opt_000281,correct,Airway compromise threatens oxygenation and ventilation first.
rat_000352,q_emt_000071,opt_000282,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000353,q_emt_000071,opt_000283,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000354,q_emt_000071,opt_000284,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000355,q_emt_000071,,teaching_point,Review Ethics and repeat a linked scenario if missed twice.
rat_000356,q_emt_000072,opt_000285,incorrect_option,The distractors delay assessment or treatment.
rat_000357,q_emt_000072,opt_000286,correct,Primary assessment and life threats come before detailed history.
rat_000358,q_emt_000072,opt_000287,incorrect_option,The distractors delay assessment or treatment.
rat_000359,q_emt_000072,opt_000288,incorrect_option,The distractors delay assessment or treatment.
rat_000360,q_emt_000072,,teaching_point,Review Airway Anatomy and repeat a linked scenario if missed twice.
rat_000361,q_emt_000073,opt_000289,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000362,q_emt_000073,opt_000290,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000363,q_emt_000073,opt_000291,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000364,q_emt_000073,opt_000292,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000365,q_emt_000073,,teaching_point,Review Airway Assessment and repeat a linked scenario if missed twice.
rat_000366,q_emt_000074,opt_000293,incorrect_option,The other actions delay patient-centered care.
rat_000367,q_emt_000074,opt_000294,incorrect_option,The other actions delay patient-centered care.
rat_000368,q_emt_000074,opt_000295,incorrect_option,The other actions delay patient-centered care.
rat_000369,q_emt_000074,opt_000296,correct,"Deterioration requires reassessment, intervention, and communication."
rat_000370,q_emt_000074,,teaching_point,Review Oxygen Delivery and repeat a linked scenario if missed twice.
rat_000371,q_emt_000075,opt_000297,correct,Trends and response guide receiving care.
rat_000372,q_emt_000075,opt_000298,incorrect_option,The other options are irrelevant or unsafe.
rat_000373,q_emt_000075,opt_000299,incorrect_option,The other options are irrelevant or unsafe.
rat_000374,q_emt_000075,opt_000300,incorrect_option,The other options are irrelevant or unsafe.
rat_000375,q_emt_000075,,teaching_point,Review Bvm Ventilation and repeat a linked scenario if missed twice.
rat_000376,q_emt_000076,opt_000301,correct,Airway compromise threatens oxygenation and ventilation first.
rat_000377,q_emt_000076,opt_000302,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000378,q_emt_000076,opt_000303,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000379,q_emt_000076,opt_000304,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000380,q_emt_000076,,teaching_point,Review Suctioning and repeat a linked scenario if missed twice.
rat_000381,q_emt_000077,opt_000305,incorrect_option,The distractors delay assessment or treatment.
rat_000382,q_emt_000077,opt_000306,correct,Primary assessment and life threats come before detailed history.
rat_000383,q_emt_000077,opt_000307,incorrect_option,The distractors delay assessment or treatment.
rat_000384,q_emt_000077,opt_000308,incorrect_option,The distractors delay assessment or treatment.
rat_000385,q_emt_000077,,teaching_point,Review Adjuncts and repeat a linked scenario if missed twice.
rat_000386,q_emt_000078,opt_000309,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000387,q_emt_000078,opt_000310,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000388,q_emt_000078,opt_000311,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000389,q_emt_000078,opt_000312,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000390,q_emt_000078,,teaching_point,Review Cpap and repeat a linked scenario if missed twice.
rat_000391,q_emt_000079,opt_000313,incorrect_option,The other actions delay patient-centered care.
rat_000392,q_emt_000079,opt_000314,incorrect_option,The other actions delay patient-centered care.
rat_000393,q_emt_000079,opt_000315,incorrect_option,The other actions delay patient-centered care.
rat_000394,q_emt_000079,opt_000316,correct,"Deterioration requires reassessment, intervention, and communication."
rat_000395,q_emt_000079,,teaching_point,Review Respiratory Distress and repeat a linked scenario if missed twice.
rat_000396,q_emt_000080,opt_000317,correct,Trends and response guide receiving care.
rat_000397,q_emt_000080,opt_000318,incorrect_option,The other options are irrelevant or unsafe.
rat_000398,q_emt_000080,opt_000319,incorrect_option,The other options are irrelevant or unsafe.
rat_000399,q_emt_000080,opt_000320,incorrect_option,The other options are irrelevant or unsafe.
rat_000400,q_emt_000080,,teaching_point,Review Asthma Copd and repeat a linked scenario if missed twice.
rat_000401,q_emt_000081,opt_000321,correct,Airway compromise threatens oxygenation and ventilation first.
rat_000402,q_emt_000081,opt_000322,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000403,q_emt_000081,opt_000323,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000404,q_emt_000081,opt_000324,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000405,q_emt_000081,,teaching_point,Review Pulmonary Edema and repeat a linked scenario if missed twice.
rat_000406,q_emt_000082,opt_000325,incorrect_option,The distractors delay assessment or treatment.
rat_000407,q_emt_000082,opt_000326,correct,Primary assessment and life threats come before detailed history.
rat_000408,q_emt_000082,opt_000327,incorrect_option,The distractors delay assessment or treatment.
rat_000409,q_emt_000082,opt_000328,incorrect_option,The distractors delay assessment or treatment.
rat_000410,q_emt_000082,,teaching_point,Review Anaphylaxis Airway and repeat a linked scenario if missed twice.
rat_000411,q_emt_000083,opt_000329,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000412,q_emt_000083,opt_000330,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000413,q_emt_000083,opt_000331,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000414,q_emt_000083,opt_000332,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000415,q_emt_000083,,teaching_point,Review Ventilation Monitoring and repeat a linked scenario if missed twice.
rat_000416,q_emt_000084,opt_000333,incorrect_option,The other actions delay patient-centered care.
rat_000417,q_emt_000084,opt_000334,incorrect_option,The other actions delay patient-centered care.
rat_000418,q_emt_000084,opt_000335,incorrect_option,The other actions delay patient-centered care.
