option_id,question_id,option_key,option_text,display_order,is_correct
opt_001777,q_paramedic_000445,A,Trend in vitals and response to treatment,1,True
opt_001778,q_paramedic_000445,B,Your lunch status,2,False
opt_001779,q_paramedic_000445,C,Unverified bystander rumor,3,False
opt_001780,q_paramedic_000445,D,Exact brand of stretcher,4,False
opt_001781,q_paramedic_000446,A,Airway compromise,1,True
opt_001782,q_paramedic_000446,B,Mild anxiety,2,False
opt_001783,q_paramedic_000446,C,Normal skin color,3,False
opt_001784,q_paramedic_000446,D,Stable vital signs,4,False
opt_001785,q_paramedic_000447,A,Ask a detailed medication history,1,False
opt_001786,q_paramedic_000447,B,Perform a primary assessment and correct life threats,2,True
opt_001787,q_paramedic_000447,C,Complete the refusal form,3,False
opt_001788,q_paramedic_000447,D,Wait for ALS before touching the patient,4,False
opt_001789,q_paramedic_000448,A,Hypotension,1,True
opt_001790,q_paramedic_000448,B,Mild isolated nausea,2,False
opt_001791,q_paramedic_000448,C,Altered mental status,3,True
opt_001792,q_paramedic_000448,D,Normal capillary refill,4,False
opt_001793,q_paramedic_000449,A,Finish the narrative,1,False
opt_001794,q_paramedic_000449,B,Call the supervisor first,2,False
opt_001795,q_paramedic_000449,C,Ignore changes if destination is close,3,False
opt_001796,q_paramedic_000449,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001797,q_paramedic_000450,A,Trend in vitals and response to treatment,1,True
opt_001798,q_paramedic_000450,B,Your lunch status,2,False
opt_001799,q_paramedic_000450,C,Unverified bystander rumor,3,False
opt_001800,q_paramedic_000450,D,Exact brand of stretcher,4,False
opt_001801,q_paramedic_000451,A,Airway compromise,1,True
opt_001802,q_paramedic_000451,B,Mild anxiety,2,False
opt_001803,q_paramedic_000451,C,Normal skin color,3,False
opt_001804,q_paramedic_000451,D,Stable vital signs,4,False
opt_001805,q_paramedic_000452,A,Ask a detailed medication history,1,False
opt_001806,q_paramedic_000452,B,Perform a primary assessment and correct life threats,2,True
opt_001807,q_paramedic_000452,C,Complete the refusal form,3,False
opt_001808,q_paramedic_000452,D,Wait for ALS before touching the patient,4,False
opt_001809,q_paramedic_000453,A,Hypotension,1,True
opt_001810,q_paramedic_000453,B,Mild isolated nausea,2,False
opt_001811,q_paramedic_000453,C,Altered mental status,3,True
opt_001812,q_paramedic_000453,D,Normal capillary refill,4,False
opt_001813,q_paramedic_000454,A,Finish the narrative,1,False
opt_001814,q_paramedic_000454,B,Call the supervisor first,2,False
opt_001815,q_paramedic_000454,C,Ignore changes if destination is close,3,False
opt_001816,q_paramedic_000454,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001817,q_paramedic_000455,A,Trend in vitals and response to treatment,1,True
opt_001818,q_paramedic_000455,B,Your lunch status,2,False
opt_001819,q_paramedic_000455,C,Unverified bystander rumor,3,False
opt_001820,q_paramedic_000455,D,Exact brand of stretcher,4,False
opt_001821,q_paramedic_000456,A,Airway compromise,1,True
opt_001822,q_paramedic_000456,B,Mild anxiety,2,False
opt_001823,q_paramedic_000456,C,Normal skin color,3,False
opt_001824,q_paramedic_000456,D,Stable vital signs,4,False
opt_001825,q_paramedic_000457,A,Ask a detailed medication history,1,False
opt_001826,q_paramedic_000457,B,Perform a primary assessment and correct life threats,2,True
opt_001827,q_paramedic_000457,C,Complete the refusal form,3,False
opt_001828,q_paramedic_000457,D,Wait for ALS before touching the patient,4,False
opt_001829,q_paramedic_000458,A,Hypotension,1,True
opt_001830,q_paramedic_000458,B,Mild isolated nausea,2,False
opt_001831,q_paramedic_000458,C,Altered mental status,3,True
opt_001832,q_paramedic_000458,D,Normal capillary refill,4,False
opt_001833,q_paramedic_000459,A,Finish the narrative,1,False
opt_001834,q_paramedic_000459,B,Call the supervisor first,2,False
opt_001835,q_paramedic_000459,C,Ignore changes if destination is close,3,False
opt_001836,q_paramedic_000459,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001837,q_paramedic_000460,A,Trend in vitals and response to treatment,1,True
opt_001838,q_paramedic_000460,B,Your lunch status,2,False
opt_001839,q_paramedic_000460,C,Unverified bystander rumor,3,False
opt_001840,q_paramedic_000460,D,Exact brand of stretcher,4,False
opt_001841,q_paramedic_000461,A,Airway compromise,1,True
opt_001842,q_paramedic_000461,B,Mild anxiety,2,False
opt_001843,q_paramedic_000461,C,Normal skin color,3,False
opt_001844,q_paramedic_000461,D,Stable vital signs,4,False
opt_001845,q_paramedic_000462,A,Ask a detailed medication history,1,False
opt_001846,q_paramedic_000462,B,Perform a primary assessment and correct life threats,2,True
opt_001847,q_paramedic_000462,C,Complete the refusal form,3,False
opt_001848,q_paramedic_000462,D,Wait for ALS before touching the patient,4,False
opt_001849,q_paramedic_000463,A,Hypotension,1,True
opt_001850,q_paramedic_000463,B,Mild isolated nausea,2,False
opt_001851,q_paramedic_000463,C,Altered mental status,3,True
opt_001852,q_paramedic_000463,D,Normal capillary refill,4,False
opt_001853,q_paramedic_000464,A,Finish the narrative,1,False
opt_001854,q_paramedic_000464,B,Call the supervisor first,2,False
opt_001855,q_paramedic_000464,C,Ignore changes if destination is close,3,False
opt_001856,q_paramedic_000464,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001857,q_paramedic_000465,A,Trend in vitals and response to treatment,1,True
opt_001858,q_paramedic_000465,B,Your lunch status,2,False
opt_001859,q_paramedic_000465,C,Unverified bystander rumor,3,False
opt_001860,q_paramedic_000465,D,Exact brand of stretcher,4,False
opt_001861,q_paramedic_000466,A,Airway compromise,1,True
opt_001862,q_paramedic_000466,B,Mild anxiety,2,False
opt_001863,q_paramedic_000466,C,Normal skin color,3,False
opt_001864,q_paramedic_000466,D,Stable vital signs,4,False
opt_001865,q_paramedic_000467,A,Ask a detailed medication history,1,False
opt_001866,q_paramedic_000467,B,Perform a primary assessment and correct life threats,2,True
opt_001867,q_paramedic_000467,C,Complete the refusal form,3,False
opt_001868,q_paramedic_000467,D,Wait for ALS before touching the patient,4,False
opt_001869,q_paramedic_000468,A,Hypotension,1,True
opt_001870,q_paramedic_000468,B,Mild isolated nausea,2,False
opt_001871,q_paramedic_000468,C,Altered mental status,3,True
opt_001872,q_paramedic_000468,D,Normal capillary refill,4,False
opt_001873,q_paramedic_000469,A,Finish the narrative,1,False
opt_001874,q_paramedic_000469,B,Call the supervisor first,2,False
opt_001875,q_paramedic_000469,C,Ignore changes if destination is close,3,False
opt_001876,q_paramedic_000469,D,"Reassess ABCs, treat immediate threats, and update the hospital",4,True
opt_001877,q_paramedic_000470,A,Trend in vitals and response to treatment,1,True
opt_001878,q_paramedic_000470,B,Your lunch status,2,False
opt_001879,q_paramedic_000470,C,Unverified bystander rumor,3,False
opt_001880,q_paramedic_000470,D,Exact brand of stretcher,4,False
